tweet_id,author,text,intent,agent_reply,source
200168,user_priya_200168,"@AppleSupport hey, been on hold forever, nobody is answering my messages ...",general_complaint_or_praise,"@user_priya_200168 Thank you for the kind words, we'll pass that along to the team!",synthetic
200017,user_ben_200017,"@AppleSupport hey, keyboard is lagging so bad since i updated, this update is a disaster 😡",software_update_device_issue,"@user_ben_200017 Battery life is important, and we're here for you. DM us the iOS version your iPhone is running. We'll go from there.",synthetic
200061,user_ryan_200061,@AppleSupport icloud storage charge showed up but i never upgraded my plan pls help,billing_subscription_dispute,@user_ryan_200061 We understand the frustration. Send us a DM with the order details or receipt so we can help.,synthetic
200118,user_tom_200118,"@AppleSupport screen cracked after i dropped my phone, whats the repair cost 😡",hardware_physical_damage,@user_tom_200118 Sorry to hear that! Please DM us your device model and we can go over repair options.,synthetic
200021,user_marcus_200021,@AppleSupport phone overheats now every time i open the camera after updating,software_update_device_issue,"@user_marcus_200021 Battery life is important, and we're here for you. DM us the iOS version your iPhone is running. We'll go from there.",synthetic
200066,user_sofia_200066,@AppleSupport i want a refund for an app that doesnt work as advertised !!,billing_subscription_dispute,"@user_sofia_200066 That doesn't look right, let's fix it. Please DM us so we can review the transaction.",synthetic
200173,user_maria_200173,"@AppleSupport hey, your customer service is honestly amazing, thank you for the quick help 🙄",general_complaint_or_praise,@user_maria_200173 We're sorry to hear that and appreciate you flagging it. Please DM us so we can make this right.,synthetic
200165,user_tom_200165,@AppleSupport just have a general question about my warranty coverage !!,general_complaint_or_praise,"@user_tom_200165 Thank you for the kind words, we'll pass that along to the team!",synthetic
200039,user_omar_200039,"@AppleSupport hey, cant reset my password, the email link keeps expiring smh",apple_id_account_access,"@user_omar_200039 That sounds frustrating, let's get this sorted. Send us a DM with more details so we can help.",synthetic
200101,user_alex_200101,"@AppleSupport battery is swelling and pushing the screen up, is this dangerous !!",hardware_physical_damage,@user_alex_200101 Let's find the best fix for this. Please DM us with your device model and what happened.,synthetic
200011,user_ben_200011,"@AppleSupport hey, phone overheats now every time i open the camera after updating",software_update_device_issue,"@user_ben_200011 Battery life is important, and we're here for you. DM us the iOS version your iPhone is running. We'll go from there.",synthetic
200157,user_kelly_200157,@AppleSupport does anyone actually check these messages,general_complaint_or_praise,@user_kelly_200157 Glad we could help! Let us know if anything else comes up.,synthetic
200112,user_tom_200112,@AppleSupport home button completely stopped working out of nowhere,hardware_physical_damage,"@user_tom_200112 That sounds concerning, let's look into it. Please DM us your device model right away.",synthetic
200083,user_omar_200083,@AppleSupport got charged for an app subscription i already cancelled months ago,billing_subscription_dispute,@user_omar_200083 Let's take a look at that charge. Please DM us the date and amount so we can investigate.,synthetic
200070,user_nicole_200070,@AppleSupport got charged for an app subscription i already cancelled months ago,billing_subscription_dispute,@user_nicole_200070 Sorry to hear about the unexpected charge. Please DM us your Apple ID email so we can look into this together.,synthetic
200132,user_kelly_200132,@AppleSupport how do i set up face id on my new phone smh,how_to_question,"@user_kelly_200132 Sure thing, please DM us your device model and iOS version so we can guide you.",synthetic
200122,user_amy_200122,"@AppleSupport hey, how do i turn off notifications for one specific app smh",how_to_question,@user_amy_200122 Great question! Send us a DM and we'll walk you through it.,synthetic
200139,user_leah_200139,@AppleSupport how do i turn on dark mode ...,how_to_question,@user_leah_200139 Great question! Send us a DM and we'll walk you through it.,synthetic
200075,user_sofia_200075,@AppleSupport i want a refund for an app that doesnt work as advertised 🙄,billing_subscription_dispute,@user_sofia_200075 We'd like to help with this. DM us your Apple ID email and we'll check the billing history.,synthetic
200167,user_chris_200167,@AppleSupport does anyone actually check these messages 🙄,general_complaint_or_praise,"@user_chris_200167 Sorry for the trouble, we're here now. Please DM us with more details so we can assist.",synthetic
200142,user_ryan_200142,"@AppleSupport hey, how do i find my phone if i lost it smh",how_to_question,@user_ryan_200142 Happy to help with that! Please DM us and we'll walk you through the steps.,synthetic
200144,user_ryan_200144,@AppleSupport how do i change my apple id email address 😡,how_to_question,@user_ryan_200144 We can help you set that up. DM us and we'll get you the right steps.,synthetic
200138,user_kelly_200138,"@AppleSupport hey, how do i turn on dark mode",how_to_question,@user_kelly_200138 Happy to help with that! Please DM us and we'll walk you through the steps.,synthetic
200093,user_ben_200093,@AppleSupport speaker stopped working after i dropped the phone !!,hardware_physical_damage,@user_ben_200093 Let's find the best fix for this. Please DM us with your device model and what happened.,synthetic
200086,user_tom_200086,@AppleSupport apple music billed me after i cancelled my subscription !!,billing_subscription_dispute,@user_tom_200086 Let's take a look at that charge. Please DM us the date and amount so we can investigate.,synthetic
200065,user_amy_200065,@AppleSupport i want a refund for an app that doesnt work as advertised,billing_subscription_dispute,"@user_amy_200065 That doesn't look right, let's fix it. Please DM us so we can review the transaction.",synthetic
200002,user_amy_200002,@AppleSupport apps keep crashing constantly after the latest ios update 🙄,software_update_device_issue,@user_amy_200002 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together.,synthetic
200064,user_omar_200064,@AppleSupport subscription renewed even though i turned off auto renew 🙄,billing_subscription_dispute,"@user_omar_200064 That doesn't look right, let's fix it. Please DM us so we can review the transaction.",synthetic
200105,user_victor_200105,"@AppleSupport battery is swelling and pushing the screen up, is this dangerous",hardware_physical_damage,@user_victor_200105 Let's find the best fix for this. Please DM us with your device model and what happened.,synthetic
200026,user_ryan_200026,"@AppleSupport cant believe how bad my battery life got after this update, its unusable 🙄",software_update_device_issue,"@user_ryan_200026 Battery life is important, and we're here for you. DM us the iOS version your iPhone is running. We'll go from there.",synthetic
200162,user_jake_200162,"@AppleSupport been on hold forever, nobody is answering my messages",general_complaint_or_praise,@user_jake_200162 We hear you and we're sorry for the delay. DM us your account details so we can help directly.,synthetic
200010,user_tara_200010,"@AppleSupport phone has been frozen since i updated to the new ios, apps wont even open",software_update_device_issue,@user_tara_200010 Is there a particular app that seems to cause these issues more than others? What model iPhone are you using? Join us in DM.,synthetic
200164,user_chris_200164,@AppleSupport just have a general question about my warranty coverage,general_complaint_or_praise,"@user_chris_200164 Thank you for the kind words, we'll pass that along to the team!",synthetic
200126,user_leah_200126,@AppleSupport how do i find my phone if i lost it !!,how_to_question,@user_leah_200126 We can help you set that up. DM us and we'll get you the right steps.,synthetic
200128,user_priya_200128,"@AppleSupport hey, how do i set up face id on my new phone pls help",how_to_question,@user_priya_200128 Great question! Send us a DM and we'll walk you through it.,synthetic
200074,user_amy_200074,"@AppleSupport hey, icloud storage charge showed up but i never upgraded my plan ...",billing_subscription_dispute,"@user_amy_200074 That doesn't look right, let's fix it. Please DM us so we can review the transaction.",synthetic
200090,user_ryan_200090,@AppleSupport phone wont turn on at all after it got wet smh,hardware_physical_damage,@user_ryan_200090 Let's find the best fix for this. Please DM us with your device model and what happened.,synthetic
200067,user_dana_200067,@AppleSupport i want a refund for an app that doesnt work as advertised smh,billing_subscription_dispute,@user_dana_200067 We'd like to help with this. DM us your Apple ID email and we'll check the billing history.,synthetic
200147,user_marcus_200147,@AppleSupport how do i share my location with a family member !!,how_to_question,@user_marcus_200147 Happy to help with that! Please DM us and we'll walk you through the steps.,synthetic
200050,user_victor_200050,@AppleSupport someone changed my apple id password and i didnt do it 😡,apple_id_account_access,@user_victor_200050 We can help you get back in. Please DM us so we can walk through account recovery steps.,synthetic
200176,user_ryan_200176,@AppleSupport shoutout to the genius bar team for fixing my phone so fast,general_complaint_or_praise,@user_ryan_200176 We hear you and we're sorry for the delay. DM us your account details so we can help directly.,synthetic
200131,user_sofia_200131,"@AppleSupport hey, how do i turn off notifications for one specific app pls help",how_to_question,@user_sofia_200131 Let's get that set up for you. Please DM us so we can help step by step.,synthetic
200087,user_nicole_200087,@AppleSupport i want a refund for an app that doesnt work as advertised pls help,billing_subscription_dispute,@user_nicole_200087 We'd like to help with this. DM us your Apple ID email and we'll check the billing history.,synthetic
200120,user_jake_200120,"@AppleSupport hey, how do i change my apple id email address pls help",how_to_question,"@user_jake_200120 Sure thing, please DM us your device model and iOS version so we can guide you.",synthetic
200030,user_marcus_200030,"@AppleSupport hey, verification code never arrives when i try to sign into my apple id 😡",apple_id_account_access,@user_marcus_200030 Sorry about that! Please DM us your email associated with the Apple ID so we can look into this.,synthetic
200019,user_tom_200019,"@AppleSupport my phone is so laggy since the update, everything takes forever to load smh",software_update_device_issue,@user_tom_200019 Let's take a look. What is the exact iOS you're using? Are you using any specific apps when noticing this? DM us your reply.,synthetic
200085,user_amy_200085,@AppleSupport app store charged me twice for the same purchase this week smh,billing_subscription_dispute,@user_amy_200085 Sorry to hear about the unexpected charge. Please DM us your Apple ID email so we can look into this together.,synthetic
200001,user_tom_200001,"@AppleSupport hey, cant believe how bad my battery life got after this update, its unusable",software_update_device_issue,@user_tom_200001 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together.,synthetic
200023,user_maria_200023,@AppleSupport apps keep crashing constantly after the latest ios update ...,software_update_device_issue,"@user_maria_200023 Battery life is important, and we're here for you. DM us the iOS version your iPhone is running. We'll go from there.",synthetic
200072,user_victor_200072,@AppleSupport charged for a free trial that was supposed to be free ...,billing_subscription_dispute,"@user_victor_200072 That doesn't look right, let's fix it. Please DM us so we can review the transaction.",synthetic
200016,user_chris_200016,@AppleSupport screen keeps flickering since the software update last week smh,software_update_device_issue,@user_chris_200016 Let's take a look. What is the exact iOS you're using? Are you using any specific apps when noticing this? DM us your reply.,synthetic
200063,user_nicole_200063,@AppleSupport charged for a free trial that was supposed to be free,billing_subscription_dispute,@user_nicole_200063 We'd like to help with this. DM us your Apple ID email and we'll check the billing history.,synthetic
200055,user_derek_200055,"@AppleSupport account got locked after too many login attempts, need help asap 😡",apple_id_account_access,@user_derek_200055 We can help you get back in. Please DM us so we can walk through account recovery steps.,synthetic
200160,user_sofia_200160,@AppleSupport worst experience ive had with any tech company honestly !!,general_complaint_or_praise,@user_sofia_200160 Glad we could help! Let us know if anything else comes up.,synthetic
200049,user_jake_200049,"@AppleSupport hey, i need a new code for the app store, havent received any but it says too many sent ...",apple_id_account_access,@user_jake_200049 We can help you get back in. Please DM us so we can walk through account recovery steps.,synthetic
200104,user_tom_200104,@AppleSupport speaker stopped working after i dropped the phone pls help,hardware_physical_damage,@user_tom_200104 We're here to help. Please DM us with more detail on the device and issue.,synthetic
200116,user_maria_200116,@AppleSupport phone gets extremely hot and shuts off randomly !!,hardware_physical_damage,"@user_maria_200116 That sounds concerning, let's look into it. Please DM us your device model right away.",synthetic
200163,user_sofia_200163,@AppleSupport so disappointed with the support ive gotten this week !!,general_complaint_or_praise,"@user_sofia_200163 Thank you for the kind words, we'll pass that along to the team!",synthetic
200029,user_jake_200029,@AppleSupport screen keeps flickering since the software update last week pls help,software_update_device_issue,@user_jake_200029 Is there a particular app that seems to cause these issues more than others? What model iPhone are you using? Join us in DM.,synthetic
200159,user_tom_200159,"@AppleSupport hey, does anyone actually check these messages 🙄",general_complaint_or_praise,@user_tom_200159 We're sorry to hear that and appreciate you flagging it. Please DM us so we can make this right.,synthetic
200133,user_chris_200133,"@AppleSupport hey, how do i change my apple id email address !!",how_to_question,@user_chris_200133 We can help you set that up. DM us and we'll get you the right steps.,synthetic
200081,user_dana_200081,"@AppleSupport hey, my kid bought something in an app without permission, need a refund 😡",billing_subscription_dispute,"@user_dana_200081 That doesn't look right, let's fix it. Please DM us so we can review the transaction.",synthetic
200076,user_sofia_200076,@AppleSupport why was i charged for an in app purchase i never made ...,billing_subscription_dispute,@user_sofia_200076 Sorry to hear about the unexpected charge. Please DM us your Apple ID email so we can look into this together.,synthetic
200141,user_kelly_200141,@AppleSupport how do i backup my phone before i sell it 😡,how_to_question,@user_kelly_200141 Let's get that set up for you. Please DM us so we can help step by step.,synthetic
200038,user_victor_200038,@AppleSupport two factor authentication code isnt showing up on my other device pls help,apple_id_account_access,@user_victor_200038 Sorry about that! Please DM us your email associated with the Apple ID so we can look into this.,synthetic
200035,user_dana_200035,@AppleSupport forgot my apple id password and the reset link isnt coming through,apple_id_account_access,"@user_dana_200035 That sounds frustrating, let's get this sorted. Send us a DM with more details so we can help.",synthetic
200040,user_priya_200040,"@AppleSupport hey, app store keeps asking me to sign in again and again",apple_id_account_access,@user_priya_200040 We can help you get back in. Please DM us so we can walk through account recovery steps.,synthetic
200088,user_kelly_200088,@AppleSupport i want a refund for an app that doesnt work as advertised,billing_subscription_dispute,"@user_kelly_200088 That doesn't look right, let's fix it. Please DM us so we can review the transaction.",synthetic
200033,user_kelly_200033,@AppleSupport forgot my apple id password and the reset link isnt coming through 🙄,apple_id_account_access,@user_kelly_200033 We can help you get back in. Please DM us so we can walk through account recovery steps.,synthetic
200136,user_dana_200136,@AppleSupport how do i transfer my photos to my new phone,how_to_question,@user_dana_200136 Great question! Send us a DM and we'll walk you through it.,synthetic
200078,user_priya_200078,@AppleSupport i want a refund for an app that doesnt work as advertised pls help,billing_subscription_dispute,@user_priya_200078 Let's take a look at that charge. Please DM us the date and amount so we can investigate.,synthetic
200155,user_leah_200155,"@AppleSupport hey, so disappointed with the support ive gotten this week ...",general_complaint_or_praise,@user_leah_200155 Glad we could help! Let us know if anything else comes up.,synthetic
200034,user_maria_200034,"@AppleSupport cant sign into icloud on my new phone, keeps saying incorrect password",apple_id_account_access,@user_maria_200034 We'd like to provide some assistance with this. Tell us more about the issue you're experiencing in DM. We'll go from there.,synthetic
200150,user_marcus_200150,@AppleSupport thanks for finally getting back to me after days of waiting 🙄,general_complaint_or_praise,"@user_marcus_200150 Sorry for the trouble, we're here now. Please DM us with more details so we can assist.",synthetic
200143,user_maria_200143,@AppleSupport how do i find my phone if i lost it pls help,how_to_question,"@user_maria_200143 Sure thing, please DM us your device model and iOS version so we can guide you.",synthetic
200077,user_ryan_200077,@AppleSupport app store charged me twice for the same purchase this week pls help,billing_subscription_dispute,@user_ryan_200077 We understand the frustration. Send us a DM with the order details or receipt so we can help.,synthetic
200111,user_sam_200111,@AppleSupport phone gets extremely hot and shuts off randomly pls help,hardware_physical_damage,@user_sam_200111 Sorry to hear that! Please DM us your device model and we can go over repair options.,synthetic
200146,user_tom_200146,"@AppleSupport hey, how do i transfer my photos to my new phone !!",how_to_question,@user_tom_200146 Great question! Send us a DM and we'll walk you through it.,synthetic
200127,user_jake_200127,"@AppleSupport hey, how do i share my location with a family member pls help",how_to_question,@user_jake_200127 Happy to help with that! Please DM us and we'll walk you through the steps.,synthetic
200032,user_sofia_200032,"@AppleSupport hey, my apple id got disabled and i dont know why 🙄",apple_id_account_access,@user_sofia_200032 We can help you get back in. Please DM us so we can walk through account recovery steps.,synthetic
200007,user_chris_200007,"@AppleSupport cant believe how bad my battery life got after this update, its unusable pls help",software_update_device_issue,@user_chris_200007 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together.,synthetic
200102,user_kelly_200102,"@AppleSupport charging port seems damaged, phone wont charge with any cable",hardware_physical_damage,@user_kelly_200102 Sorry to hear that! Please DM us your device model and we can go over repair options.,synthetic
200149,user_marcus_200149,"@AppleSupport hey, how do i find my phone if i lost it ...",how_to_question,@user_marcus_200149 We can help you set that up. DM us and we'll get you the right steps.,synthetic
200059,user_omar_200059,"@AppleSupport account got locked after too many login attempts, need help asap !!",apple_id_account_access,@user_omar_200059 Let's fix this together. DM us with when this started and we'll go from there.,synthetic
200004,user_maria_200004,"@AppleSupport keyboard is lagging so bad since i updated, this update is a disaster",software_update_device_issue,@user_maria_200004 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together.,synthetic
200153,user_leah_200153,@AppleSupport thanks for finally getting back to me after days of waiting ...,general_complaint_or_praise,@user_leah_200153 We hear you and we're sorry for the delay. DM us your account details so we can help directly.,synthetic
200005,user_tara_200005,"@AppleSupport keyboard is lagging so bad since i updated, this update is a disaster ...",software_update_device_issue,@user_tara_200005 Let's take a look. What is the exact iOS you're using? Are you using any specific apps when noticing this? DM us your reply.,synthetic
200051,user_omar_200051,@AppleSupport forgot my apple id password and the reset link isnt coming through ...,apple_id_account_access,@user_omar_200051 Sorry about that! Please DM us your email associated with the Apple ID so we can look into this.,synthetic
200098,user_nicole_200098,"@AppleSupport screen cracked after i dropped my phone, whats the repair cost ...",hardware_physical_damage,@user_nicole_200098 Sorry to hear that! Please DM us your device model and we can go over repair options.,synthetic
200123,user_nicole_200123,@AppleSupport how do i set up face id on my new phone,how_to_question,"@user_nicole_200123 Sure thing, please DM us your device model and iOS version so we can guide you.",synthetic
200103,user_tom_200103,"@AppleSupport camera lens shattered, can this be repaired",hardware_physical_damage,"@user_tom_200103 That sounds concerning, let's look into it. Please DM us your device model right away.",synthetic
200135,user_sam_200135,"@AppleSupport hey, how do i share my location with a family member",how_to_question,@user_sam_200135 Great question! Send us a DM and we'll walk you through it.,synthetic
200052,user_derek_200052,"@AppleSupport cant sign into icloud on my new phone, keeps saying incorrect password",apple_id_account_access,"@user_derek_200052 That sounds frustrating, let's get this sorted. Send us a DM with more details so we can help.",synthetic
200158,user_nicole_200158,@AppleSupport your app is so buggy lately it barely works ...,general_complaint_or_praise,@user_nicole_200158 Glad we could help! Let us know if anything else comes up.,synthetic
200003,user_ryan_200003,"@AppleSupport battery drains so fast after this update, from 100 to 40 in an hour 🙄",software_update_device_issue,@user_ryan_200003 We'd love to help! Please DM us and let us know any steps you've tried since experiencing these behaviors.,synthetic
200060,user_jake_200060,@AppleSupport got charged for an app subscription i already cancelled months ago !!,billing_subscription_dispute,@user_jake_200060 Sorry to hear about the unexpected charge. Please DM us your Apple ID email so we can look into this together.,synthetic
200114,user_tom_200114,"@AppleSupport back glass is cracked, do you replace just that 🙄",hardware_physical_damage,@user_tom_200114 We're here to help. Please DM us with more detail on the device and issue.,synthetic
200094,user_maria_200094,@AppleSupport phone gets extremely hot and shuts off randomly !!,hardware_physical_damage,@user_maria_200094 We can help with that. DM us your device model so we can check service options near you.,synthetic
200046,user_ben_200046,"@AppleSupport hey, my apple id got disabled and i dont know why ...",apple_id_account_access,@user_ben_200046 Let's fix this together. DM us with when this started and we'll go from there.,synthetic
200041,user_marcus_200041,@AppleSupport forgot my apple id password and the reset link isnt coming through 😡,apple_id_account_access,@user_marcus_200041 Sorry about that! Please DM us your email associated with the Apple ID so we can look into this.,synthetic
200024,user_kelly_200024,@AppleSupport phone overheats now every time i open the camera after updating !!,software_update_device_issue,@user_kelly_200024 Let's take a look. What is the exact iOS you're using? Are you using any specific apps when noticing this? DM us your reply.,synthetic
200177,user_marcus_200177,@AppleSupport just have a general question about my warranty coverage,general_complaint_or_praise,"@user_marcus_200177 Thank you for the kind words, we'll pass that along to the team!",synthetic
200117,user_amy_200117,@AppleSupport phone gets extremely hot and shuts off randomly ...,hardware_physical_damage,@user_amy_200117 We're here to help. Please DM us with more detail on the device and issue.,synthetic
200069,user_priya_200069,@AppleSupport charged for a free trial that was supposed to be free ...,billing_subscription_dispute,@user_priya_200069 Sorry to hear about the unexpected charge. Please DM us your Apple ID email so we can look into this together.,synthetic
200166,user_sam_200166,@AppleSupport your app is so buggy lately it barely works pls help,general_complaint_or_praise,"@user_sam_200166 Thank you for the kind words, we'll pass that along to the team!",synthetic
200025,user_sofia_200025,"@AppleSupport hey, phone overheats now every time i open the camera after updating !!",software_update_device_issue,@user_sofia_200025 Is there a particular app that seems to cause these issues more than others? What model iPhone are you using? Join us in DM.,synthetic
200121,user_jake_200121,@AppleSupport how do i share my location with a family member smh,how_to_question,@user_jake_200121 Happy to help with that! Please DM us and we'll walk you through the steps.,synthetic
200012,user_omar_200012,"@AppleSupport my phone is so laggy since the update, everything takes forever to load ...",software_update_device_issue,@user_omar_200012 We'd love to help! Please DM us and let us know any steps you've tried since experiencing these behaviors.,synthetic
200022,user_omar_200022,@AppleSupport wifi keeps disconnecting every few minutes since i updated my phone,software_update_device_issue,@user_omar_200022 Is there a particular app that seems to cause these issues more than others? What model iPhone are you using? Join us in DM.,synthetic
200110,user_derek_200110,"@AppleSupport camera lens shattered, can this be repaired ...",hardware_physical_damage,@user_derek_200110 We're here to help. Please DM us with more detail on the device and issue.,synthetic
200148,user_dana_200148,"@AppleSupport hey, how do i share my location with a family member pls help",how_to_question,@user_dana_200148 Great question! Send us a DM and we'll walk you through it.,synthetic
200091,user_nicole_200091,@AppleSupport phone wont turn on at all after it got wet smh,hardware_physical_damage,@user_nicole_200091 We're here to help. Please DM us with more detail on the device and issue.,synthetic
200097,user_amy_200097,"@AppleSupport hey, home button completely stopped working out of nowhere",hardware_physical_damage,@user_amy_200097 Let's find the best fix for this. Please DM us with your device model and what happened.,synthetic
200053,user_victor_200053,"@AppleSupport hey, cant reset my password, the email link keeps expiring 😡",apple_id_account_access,@user_victor_200053 We'd like to provide some assistance with this. Tell us more about the issue you're experiencing in DM. We'll go from there.,synthetic
200031,user_victor_200031,"@AppleSupport cant reset my password, the email link keeps expiring",apple_id_account_access,"@user_victor_200031 That sounds frustrating, let's get this sorted. Send us a DM with more details so we can help.",synthetic
200107,user_nicole_200107,"@AppleSupport charging port seems damaged, phone wont charge with any cable 😡",hardware_physical_damage,@user_nicole_200107 Let's find the best fix for this. Please DM us with your device model and what happened.,synthetic
200089,user_leah_200089,@AppleSupport app store charged me twice for the same purchase this week !!,billing_subscription_dispute,@user_leah_200089 Let's take a look at that charge. Please DM us the date and amount so we can investigate.,synthetic
200140,user_jake_200140,"@AppleSupport hey, how do i find my phone if i lost it smh",how_to_question,@user_jake_200140 We can help you set that up. DM us and we'll get you the right steps.,synthetic
200071,user_ben_200071,"@AppleSupport hey, got charged for an app subscription i already cancelled months ago 😡",billing_subscription_dispute,@user_ben_200071 Sorry to hear about the unexpected charge. Please DM us your Apple ID email so we can look into this together.,synthetic
200179,user_sam_200179,@AppleSupport does anyone actually check these messages,general_complaint_or_praise,@user_sam_200179 Glad we could help! Let us know if anything else comes up.,synthetic
200000,user_leah_200000,@AppleSupport wifi keeps disconnecting every few minutes since i updated my phone,software_update_device_issue,@user_leah_200000 Let's take a look. What is the exact iOS you're using? Are you using any specific apps when noticing this? DM us your reply.,synthetic
200027,user_omar_200027,@AppleSupport phone overheats now every time i open the camera after updating smh,software_update_device_issue,@user_omar_200027 We'd love to help! Please DM us and let us know any steps you've tried since experiencing these behaviors.,synthetic
200043,user_alex_200043,@AppleSupport my apple id got disabled and i dont know why,apple_id_account_access,"@user_alex_200043 That sounds frustrating, let's get this sorted. Send us a DM with more details so we can help.",synthetic
200113,user_kelly_200113,"@AppleSupport hey, screen cracked after i dropped my phone, whats the repair cost ...",hardware_physical_damage,@user_kelly_200113 Let's find the best fix for this. Please DM us with your device model and what happened.,synthetic
200154,user_sam_200154,"@AppleSupport hey, been on hold forever, nobody is answering my messages smh",general_complaint_or_praise,@user_sam_200154 We're sorry to hear that and appreciate you flagging it. Please DM us so we can make this right.,synthetic
200095,user_nicole_200095,"@AppleSupport screen cracked after i dropped my phone, whats the repair cost pls help",hardware_physical_damage,@user_nicole_200095 We can help with that. DM us your device model so we can check service options near you.,synthetic
200096,user_marcus_200096,"@AppleSupport hey, phone gets extremely hot and shuts off randomly",hardware_physical_damage,@user_marcus_200096 We can help with that. DM us your device model so we can check service options near you.,synthetic
200079,user_chris_200079,@AppleSupport subscription renewed even though i turned off auto renew smh,billing_subscription_dispute,@user_chris_200079 We understand the frustration. Send us a DM with the order details or receipt so we can help.,synthetic
200008,user_ben_200008,@AppleSupport wifi keeps disconnecting every few minutes since i updated my phone ...,software_update_device_issue,@user_ben_200008 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together.,synthetic
200119,user_priya_200119,@AppleSupport speaker stopped working after i dropped the phone,hardware_physical_damage,"@user_priya_200119 That sounds concerning, let's look into it. Please DM us your device model right away.",synthetic
200134,user_victor_200134,@AppleSupport how do i change my apple id email address 😡,how_to_question,@user_victor_200134 We can help you set that up. DM us and we'll get you the right steps.,synthetic
200161,user_maria_200161,@AppleSupport worst experience ive had with any tech company honestly,general_complaint_or_praise,@user_maria_200161 We hear you and we're sorry for the delay. DM us your account details so we can help directly.,synthetic
