tweet_id,author,text,intent,agent_reply,source
200074,user_amy_200074,"@AppleSupport hey, icloud storage charge showed up but i never upgraded my plan ...",billing_subscription_dispute,"@user_amy_200074 That doesn't look right, let's fix it. Please DM us so we can review the transaction.",synthetic
200058,user_tara_200058,@AppleSupport app store keeps asking me to sign in again and again,apple_id_account_access,@user_tara_200058 Sorry about that! Please DM us your email associated with the Apple ID so we can look into this.,synthetic
200133,user_chris_200133,"@AppleSupport hey, how do i change my apple id email address !!",how_to_question,@user_chris_200133 We can help you set that up. DM us and we'll get you the right steps.,synthetic
200120,user_jake_200120,"@AppleSupport hey, how do i change my apple id email address pls help",how_to_question,"@user_jake_200120 Sure thing, please DM us your device model and iOS version so we can guide you.",synthetic
200000,user_leah_200000,@AppleSupport wifi keeps disconnecting every few minutes since i updated my phone,software_update_device_issue,@user_leah_200000 Let's take a look. What is the exact iOS you're using? Are you using any specific apps when noticing this? DM us your reply.,synthetic
200053,user_victor_200053,"@AppleSupport hey, cant reset my password, the email link keeps expiring 😡",apple_id_account_access,@user_victor_200053 We'd like to provide some assistance with this. Tell us more about the issue you're experiencing in DM. We'll go from there.,synthetic
200084,user_sofia_200084,"@AppleSupport hey, got charged for an app subscription i already cancelled months ago pls help",billing_subscription_dispute,@user_sofia_200084 We'd like to help with this. DM us your Apple ID email and we'll check the billing history.,synthetic
200163,user_sofia_200163,@AppleSupport so disappointed with the support ive gotten this week !!,general_complaint_or_praise,"@user_sofia_200163 Thank you for the kind words, we'll pass that along to the team!",synthetic
200106,user_dana_200106,"@AppleSupport hey, home button completely stopped working out of nowhere",hardware_physical_damage,@user_dana_200106 Let's find the best fix for this. Please DM us with your device model and what happened.,synthetic
200153,user_leah_200153,@AppleSupport thanks for finally getting back to me after days of waiting ...,general_complaint_or_praise,@user_leah_200153 We hear you and we're sorry for the delay. DM us your account details so we can help directly.,synthetic
200165,user_tom_200165,@AppleSupport just have a general question about my warranty coverage !!,general_complaint_or_praise,"@user_tom_200165 Thank you for the kind words, we'll pass that along to the team!",synthetic
200160,user_sofia_200160,@AppleSupport worst experience ive had with any tech company honestly !!,general_complaint_or_praise,@user_sofia_200160 Glad we could help! Let us know if anything else comes up.,synthetic
200044,user_amy_200044,"@AppleSupport i need a new code for the app store, havent received any but it says too many sent pls help",apple_id_account_access,@user_amy_200044 We'd like to provide some assistance with this. Tell us more about the issue you're experiencing in DM. We'll go from there.,synthetic
200045,user_amy_200045,"@AppleSupport hey, someone changed my apple id password and i didnt do it ...",apple_id_account_access,@user_amy_200045 Sorry about that! Please DM us your email associated with the Apple ID so we can look into this.,synthetic
200078,user_priya_200078,@AppleSupport i want a refund for an app that doesnt work as advertised pls help,billing_subscription_dispute,@user_priya_200078 Let's take a look at that charge. Please DM us the date and amount so we can investigate.,synthetic
200104,user_tom_200104,@AppleSupport speaker stopped working after i dropped the phone pls help,hardware_physical_damage,@user_tom_200104 We're here to help. Please DM us with more detail on the device and issue.,synthetic
200015,user_priya_200015,"@AppleSupport cant believe how bad my battery life got after this update, its unusable 😡",software_update_device_issue,@user_priya_200015 Let's take a look. What is the exact iOS you're using? Are you using any specific apps when noticing this? DM us your reply.,synthetic
200054,user_tom_200054,@AppleSupport forgot my apple id password and the reset link isnt coming through ...,apple_id_account_access,@user_tom_200054 We can help you get back in. Please DM us so we can walk through account recovery steps.,synthetic
200041,user_marcus_200041,@AppleSupport forgot my apple id password and the reset link isnt coming through 😡,apple_id_account_access,@user_marcus_200041 Sorry about that! Please DM us your email associated with the Apple ID so we can look into this.,synthetic
200139,user_leah_200139,@AppleSupport how do i turn on dark mode ...,how_to_question,@user_leah_200139 Great question! Send us a DM and we'll walk you through it.,synthetic
200102,user_kelly_200102,"@AppleSupport charging port seems damaged, phone wont charge with any cable",hardware_physical_damage,@user_kelly_200102 Sorry to hear that! Please DM us your device model and we can go over repair options.,synthetic
200013,user_tom_200013,"@AppleSupport keyboard is lagging so bad since i updated, this update is a disaster",software_update_device_issue,"@user_tom_200013 Battery life is important, and we're here for you. DM us the iOS version your iPhone is running. We'll go from there.",synthetic
200060,user_jake_200060,@AppleSupport got charged for an app subscription i already cancelled months ago !!,billing_subscription_dispute,@user_jake_200060 Sorry to hear about the unexpected charge. Please DM us your Apple ID email so we can look into this together.,synthetic
200029,user_jake_200029,@AppleSupport screen keeps flickering since the software update last week pls help,software_update_device_issue,@user_jake_200029 Is there a particular app that seems to cause these issues more than others? What model iPhone are you using? Join us in DM.,synthetic
200123,user_nicole_200123,@AppleSupport how do i set up face id on my new phone,how_to_question,"@user_nicole_200123 Sure thing, please DM us your device model and iOS version so we can guide you.",synthetic
200062,user_alex_200062,@AppleSupport apple music billed me after i cancelled my subscription 😡,billing_subscription_dispute,"@user_alex_200062 That doesn't look right, let's fix it. Please DM us so we can review the transaction.",synthetic
200177,user_marcus_200177,@AppleSupport just have a general question about my warranty coverage,general_complaint_or_praise,"@user_marcus_200177 Thank you for the kind words, we'll pass that along to the team!",synthetic
200098,user_nicole_200098,"@AppleSupport screen cracked after i dropped my phone, whats the repair cost ...",hardware_physical_damage,@user_nicole_200098 Sorry to hear that! Please DM us your device model and we can go over repair options.,synthetic
